Trial.ID	Target.ID	Lexicality	Morphtype	Target	Prime	Primetype	Logfreq.Zipf.t	Lent	Lenp	Logfreq.Zipf.p	Nt	Np	Rotation	Language
122157	157	NONWORD	NA	tood	awaken	ctrl	NA	4	6	2,7	32	3	B	eng
122158	158	NONWORD	NA	licey	lively	ctrl	NA	5	6	3,92	12	6	A	eng
112158	158	NONWORD	NA	licey	lively	rel	NA	5	6	3,92	12	6	B	eng
112159	159	NONWORD	NA	yurd	engage	rel	NA	4	6	4,13	14	1	A	eng
122159	159	NONWORD	NA	yurd	engage	ctrl	NA	4	6	4,13	14	1	B	eng
112160	160	NONWORD	NA	mals	manual	rel	NA	4	6	3,7	41	1	A	eng
112160	160	NONWORD	NA	mals	manual	rel	NA	4	6	3,7	41	1	B	eng
122161	161	NONWORD	NA	lecy	legacy	ctrl	NA	4	6	4,32	14	0	A	eng
112161	161	NONWORD	NA	lecy	legacy	rel	NA	4	6	4,32	14	0	B	eng
122162	162	NONWORD	NA	balp	portal	ctrl	NA	4	6	3,27	13	3	A	eng
122162	162	NONWORD	NA	balp	portal	ctrl	NA	4	6	3,27	13	3	B	eng
122163	163	NONWORD	NA	thuly	smelly	ctrl	NA	5	6	3,87	3	5	A	eng
122163	163	NONWORD	NA	thuly	smelly	ctrl	NA	5	6	3,87	3	5	B	eng
112164	164	NONWORD	NA	snool	snobby	rel	NA	5	6	2,56	8	3	A	eng
112164	164	NONWORD	NA	snool	snobby	rel	NA	5	6	2,56	8	3	B	eng
112165	165	NONWORD	NA	verty	sudden	rel	NA	5	6	4,54	8	4	A	eng
122165	165	NONWORD	NA	verty	sudden	ctrl	NA	5	6	4,54	8	4	B	eng
112166	166	NONWORD	NA	rell	trashy	rel	NA	4	6	2,76	28	3	A	eng
122166	166	NONWORD	NA	rell	trashy	ctrl	NA	4	6	2,76	28	3	B	eng
122167	167	NONWORD	NA	unzed	unique	ctrl	NA	5	6	4,66	2	1	A	eng
112167	167	NONWORD	NA	unzed	unique	rel	NA	5	6	4,66	2	1	B	eng
112168	168	NONWORD	NA	agsel	absence	rel	NA	5	7	3,89	2	0	A	eng
122168	168	NONWORD	NA	agsel	absence	ctrl	NA	5	7	3,89	2	0	B	eng
112169	169	NONWORD	NA	anopy	analogy	rel	NA	5	7	3,33	0	0	A	eng
112169	169	NONWORD	NA	anopy	analogy	rel	NA	5	7	3,33	0	0	B	eng
112170	170	NONWORD	NA	arwor	armoury	rel	NA	5	7	3,01	2	1	A	eng
112170	170	NONWORD	NA	arwor	armoury	rel	NA	5	7	3,01	2	1	B	eng
112171	171	NONWORD	NA	conly	content	rel	NA	5	7	4,22	8	6	A	eng
112171	171	NONWORD	NA	conly	content	rel	NA	5	7	4,22	8	6	B	eng
112172	172	NONWORD	NA	strul	fixture	rel	NA	5	7	3,54	5	1	A	eng
122172	172	NONWORD	NA	strul	fixture	ctrl	NA	5	7	3,54	5	1	B	eng
112173	173	NONWORD	NA	abtle	gluteal	rel	NA	5	7	1,39	2	0	A	eng
122173	173	NONWORD	NA	abtle	gluteal	ctrl	NA	5	7	1,39	2	0	B	eng
122174	174	NONWORD	NA	haly	halogen	ctrl	NA	4	7	2,19	20	0	A	eng
112174	174	NONWORD	NA	haly	halogen	rel	NA	4	7	2,19	20	0	B	eng
122175	175	NONWORD	NA	halfe	haulier	ctrl	NA	5	7	2,08	9	0	A	eng
112175	175	NONWORD	NA	halfe	haulier	rel	NA	5	7	2,08	9	0	B	eng
122176	176	NONWORD	NA	suyte	maximum	ctrl	NA	5	7	4,48	2	1	A	eng
122176	176	NONWORD	NA	suyte	maximum	ctrl	NA	5	7	4,48	2	1	B	eng
122177	177	NONWORD	NA	merks	merrier	ctrl	NA	5	7	2,99	13	6	A	eng
112177	177	NONWORD	NA	merks	merrier	rel	NA	5	7	2,99	13	6	B	eng
122178	178	NONWORD	NA	whese	neutron	ctrl	NA	5	7	2,82	6	0	A	eng
122178	178	NONWORD	NA	whese	neutron	ctrl	NA	5	7	2,82	6	0	B	eng
122179	179	NONWORD	NA	pasks	passant	ctrl	NA	5	7	2,65	10	1	A	eng
112179	179	NONWORD	NA	pasks	passant	rel	NA	5	7	2,65	10	1	B	eng
122180	180	NONWORD	NA	brits	rancour	ctrl	NA	5	7	2,4	17	0	A	eng
122180	180	NONWORD	NA	brits	rancour	ctrl	NA	5	7	2,4	17	0	B	eng
112181	181	NONWORD	NA	lerf	tackler	rel	NA	4	7	2,58	10	6	A	eng
122181	181	NONWORD	NA	lerf	tackler	ctrl	NA	4	7	2,58	10	6	B	eng
122182	182	NONWORD	NA	pumy	upstart	ctrl	NA	4	7	2,73	6	0	A	eng
122182	182	NONWORD	NA	pumy	upstart	ctrl	NA	4	7	2,73	6	0	B	eng
122183	183	NONWORD	NA	venic	veteran	ctrl	NA	5	7	3,82	6	0	A	eng
112183	183	NONWORD	NA	venic	veteran	rel	NA	5	7	3,82	6	0	B	eng
112184	184	NONWORD	NA	fewtu	abstract	rel	NA	5	8	3,64	0	0	A	eng
122184	184	NONWORD	NA	fewtu	abstract	ctrl	NA	5	8	3,64	0	0	B	eng
122185	185	NONWORD	NA	huare	criminal	ctrl	NA	5	8	4,55	2	0	A	eng
122185	185	NONWORD	NA	huare	criminal	ctrl	NA	5	8	4,55	2	0	B	eng
112186	186	NONWORD	NA	smaply	fabulous	rel	NA	6	8	4,74	1	1	A	eng
122186	186	NONWORD	NA	smaply	fabulous	ctrl	NA	6	8	4,74	1	1	B	eng
112187	187	NONWORD	NA	facmod	faceless	rel	NA	6	8	2,77	0	1	A	eng
112187	187	NONWORD	NA	facmod	faceless	rel	NA	6	8	2,77	0	1	B	eng
112188	188	NONWORD	NA	farxy	farcical	rel	NA	5	8	2,74	5	0	A	eng
112188	188	NONWORD	NA	farxy	farcical	rel	NA	5	8	2,74	5	0	B	eng
112189	189	NONWORD	NA	orive	original	rel	NA	5	8	4,93	7	0	A	eng
112189	189	NONWORD	NA	orive	original	rel	NA	5	8	4,93	7	0	B	eng
122190	190	NONWORD	NA	blidar	reliable	ctrl	NA	6	8	3,86	0	1	A	eng
122190	190	NONWORD	NA	blidar	reliable	ctrl	NA	6	8	3,86	0	1	B	eng
122191	191	NONWORD	NA	secly	sensuous	ctrl	NA	5	8	2,67	4	1	A	eng
112191	191	NONWORD	NA	secly	sensuous	rel	NA	5	8	2,67	4	1	B	eng
122192	192	NONWORD	NA	nalky	unspoilt	ctrl	NA	5	8	3,03	6	0	A	eng
122192	192	NONWORD	NA	nalky	unspoilt	ctrl	NA	5	8	3,03	6	0	B	eng
112193	193	NONWORD	NA	verks	vertical	rel	NA	5	8	3,65	16	0	A	eng
112193	193	NONWORD	NA	verks	vertical	rel	NA	5	8	3,65	16	0	B	eng
122194	194	NONWORD	NA	fagor	monastery	ctrl	NA	5	9	3,59	2	0	A	eng
122194	194	NONWORD	NA	fagor	monastery	ctrl	NA	5	9	3,59	2	0	B	eng
122195	195	NONWORD	NA	pirent	piratical	ctrl	NA	6	9	1,84	1	0	A	eng
112195	195	NONWORD	NA	pirent	piratical	rel	NA	6	9	1,84	1	0	B	eng
122196	196	NONWORD	NA	sisby	religious	ctrl	NA	5	9	4,43	4	1	A	eng
122196	196	NONWORD	NA	sisby	religious	ctrl	NA	5	9	4,43	4	1	B	eng
112197	197	NONWORD	NA	abgaid	stressful	rel	NA	6	9	3,95	0	0	A	eng
122197	197	NONWORD	NA	abgaid	stressful	ctrl	NA	6	9	3,95	0	0	B	eng
122198	198	NONWORD	NA	vicis	vivacious	ctrl	NA	5	9	2,58	4	0	A	eng
112198	198	NONWORD	NA	vicis	vivacious	rel	NA	5	9	2,58	4	0	B	eng
122199	199	NONWORD	NA	difrol	difference	ctrl	NA	6	10	5,09	0	0	A	eng
112199	199	NONWORD	NA	difrol	difference	rel	NA	6	10	5,09	0	0	B	eng
122200	200	NONWORD	NA	flepity	socialiser	ctrl	NA	7	10	1,39	0	2	A	eng
122200	200	NONWORD	NA	flepity	socialiser	ctrl	NA	7	10	1,39	0	2	B	eng
122201	201	NONWORD	NA	dusy	dusty	ctrl	NA	4	5	3,72	13	12	A	eng
112201	201	NONWORD	NA	dusy	dusty	rel	NA	4	5	3,72	13	12	B	eng
112202	202	NONWORD	NA	kuty	jetty	rel	NA	4	5	2,98	12	13	A	eng
122202	202	NONWORD	NA	kuty	jetty	ctrl	NA	4	5	2,98	12	13	B	eng
112203	203	NONWORD	NA	mord	power	rel	NA	4	5	5,29	31	14	A	eng
122203	203	NONWORD	NA	mord	power	ctrl	NA	4	5	5,29	31	14	B	eng
122204	204	NONWORD	NA	uls	utter	ctrl	NA	3	5	3,71	39	6	A	eng
112204	204	NONWORD	NA	uls	utter	rel	NA	3	5	3,71	39	6	B	eng
122205	205	NONWORD	NA	glef	bubble	ctrl	NA	4	6	4,16	6	11	A	eng
122205	205	NONWORD	NA	glef	bubble	ctrl	NA	4	6	4,16	6	11	B	eng
122206	206	NONWORD	NA	anwe	answer	ctrl	NA	4	6	5,56	5	1	A	eng
112206	206	NONWORD	NA	anwe	answer	rel	NA	4	6	5,56	5	1	B	eng
112207	207	NONWORD	NA	brize	crikey	rel	NA	5	6	3,81	8	1	A	eng
122207	207	NONWORD	NA	brize	crikey	ctrl	NA	5	6	3,81	8	1	B	eng
112208	208	NONWORD	NA	dalig	daring	rel	NA	5	6	3,72	2	14	A	eng
112208	208	NONWORD	NA	dalig	daring	rel	NA	5	6	3,72	2	14	B	eng
112209	209	NONWORD	NA	dron	dragon	rel	NA	4	6	4,28	24	5	A	eng
112209	209	NONWORD	NA	dron	dragon	rel	NA	4	6	4,28	24	5	B	eng
122210	210	NONWORD	NA	fims	fisher	ctrl	NA	4	6	3,75	22	5	A	eng
112210	210	NONWORD	NA	fims	fisher	rel	NA	4	6	3,75	22	5	B	eng
122211	211	NONWORD	NA	fongs	foetal	ctrl	NA	5	6	2,84	12	0	A	eng
112211	211	NONWORD	NA	fongs	foetal	rel	NA	5	6	2,84	12	0	B	eng
122212	212	NONWORD	NA	lalf	killer	ctrl	NA	4	6	4,37	9	16	A	eng
122212	212	NONWORD	NA	lalf	killer	ctrl	NA	4	6	4,37	9	16	B	eng
122213	213	NONWORD	NA	lerd	lethal	ctrl	NA	4	6	3,86	18	1	A	eng
112213	213	NONWORD	NA	lerd	lethal	rel	NA	4	6	3,86	18	1	B	eng
122214	214	NONWORD	NA	tind	polite	ctrl	NA	4	6	3,89	28	6	A	eng
122214	214	NONWORD	NA	tind	polite	ctrl	NA	4	6	3,89	28	6	B	eng
122215	215	NONWORD	NA	rafel	raffle	ctrl	NA	5	6	3,57	4	7	A	eng
112215	215	NONWORD	NA	rafel	raffle	rel	NA	5	6	3,57	4	7	B	eng
112216	216	NONWORD	NA	cligh	stroke	rel	NA	5	6	4,19	2	6	A	eng
122216	216	NONWORD	NA	cligh	stroke	ctrl	NA	5	6	4,19	2	6	B	eng
112217	217	NONWORD	NA	claf	talker	rel	NA	4	6	2,86	13	7	A	eng
122217	217	NONWORD	NA	claf	talker	ctrl	NA	4	6	2,86	13	7	B	eng
112218	218	NONWORD	NA	cerbs	ceramic	rel	NA	5	7	3,6	9	0	A	eng
112218	218	NONWORD	NA	cerbs	ceramic	rel	NA	5	7	3,6	9	0	B	eng
122219	219	NONWORD	NA	spant	clanger	ctrl	NA	5	7	2,84	11	3	A	eng
122219	219	NONWORD	NA	spant	clanger	ctrl	NA	5	7	2,84	11	3	B	eng
122220	220	NONWORD	NA	clals	classic	ctrl	NA	5	7	4,69	14	2	A	eng
112220	220	NONWORD	NA	clals	classic	rel	NA	5	7	4,69	14	2	B	eng
122221	221	NONWORD	NA	fanty	fanatic	ctrl	NA	5	7	3,2	14	0	A	eng
112221	221	NONWORD	NA	fanty	fanatic	rel	NA	5	7	3,2	14	0	B	eng
122222	222	NONWORD	NA	waser	gastric	ctrl	NA	5	7	3,04	20	0	A	eng
122222	222	NONWORD	NA	waser	gastric	ctrl	NA	5	7	3,04	20	0	B	eng
122223	223	NONWORD	NA	genth	genetic	ctrl	NA	5	7	3,76	4	2	A	eng
112223	223	NONWORD	NA	genth	genetic	rel	NA	5	7	3,76	4	2	B	eng
122224	224	NONWORD	NA	blamp	graphic	ctrl	NA	5	7	3,7	4	0	A	eng
122224	224	NONWORD	NA	blamp	graphic	ctrl	NA	5	7	3,7	4	0	B	eng
112225	225	NONWORD	NA	kinse	kinetic	rel	NA	5	7	3,11	3	0	A	eng
112225	225	NONWORD	NA	kinse	kinetic	rel	NA	5	7	3,11	3	0	B	eng
112226	226	NONWORD	NA	flion	linkage	rel	NA	5	7	2,56	3	1	A	eng
122226	226	NONWORD	NA	flion	linkage	ctrl	NA	5	7	2,56	3	1	B	eng
112227	227	NONWORD	NA	rosty	message	rel	NA	5	7	4,94	8	1	A	eng
122227	227	NONWORD	NA	rosty	message	ctrl	NA	5	7	4,94	8	1	B	eng
112228	228	NONWORD	NA	moure	moulder	rel	NA	5	7	2,06	9	4	A	eng
112228	228	NONWORD	NA	moure	moulder	rel	NA	5	7	2,06	9	4	B	eng
122229	229	NONWORD	NA	poth	postage	ctrl	NA	4	7	3,01	25	3	A	eng
122229	229	NONWORD	NA	poth	postage	ctrl	NA	4	7	3,01	25	3	B	eng
122230	230	NONWORD	NA	posch	pottage	ctrl	NA	5	7	2,33	8	4	A	eng
112230	230	NONWORD	NA	posch	pottage	rel	NA	5	7	2,33	8	4	B	eng
122231	231	NONWORD	NA	rast	scanner	ctrl	NA	4	7	3,46	32	3	A	eng
122231	231	NONWORD	NA	rast	scanner	ctrl	NA	4	7	3,46	32	3	B	eng
122232	232	NONWORD	NA	plich	scrooge	ctrl	NA	5	7	2,92	2	0	A	eng
122232	232	NONWORD	NA	plich	scrooge	ctrl	NA	5	7	2,92	2	0	B	eng
122233	233	NONWORD	NA	yage	yardage	ctrl	NA	4	8	2,52	18	0	A	eng
112233	233	NONWORD	NA	yage	yardage	rel	NA	4	7	2,52	18	0	B	eng
112234	234	NONWORD	NA	advock	advisory	rel	NA	6	8	3,35	1	1	A	eng
112234	234	NONWORD	NA	advock	advisory	rel	NA	6	8	3,35	1	1	B	eng
112235	235	NONWORD	NA	cagre	category	rel	NA	5	8	4,41	3	1	A	eng
112235	235	NONWORD	NA	cagre	category	rel	NA	5	8	4,41	3	1	B	eng
112236	236	NONWORD	NA	fighy	hatchery	rel	NA	5	8	2,79	4	0	A	eng
122236	236	NONWORD	NA	fighy	hatchery	ctrl	NA	5	8	2,79	4	0	B	eng
122237	237	NONWORD	NA	malern	maternal	ctrl	NA	6	8	3,45	0	2	A	eng
112237	237	NONWORD	NA	malern	maternal	rel	NA	6	8	3,45	0	2	B	eng
122238	238	NONWORD	NA	posig	decision	ctrl	NA	5	8	5,17	2	2	A	eng
122238	238	NONWORD	NA	posig	decision	ctrl	NA	5	8	5,17	2	2	B	eng
122239	239	NONWORD	NA	siter	paternal	ctrl	NA	5	8	3,24	11	1	A	eng
122239	239	NONWORD	NA	siter	paternal	ctrl	NA	5	8	3,24	11	1	B	eng
112240	240	NONWORD	NA	pluny	plonking	rel	NA	5	8	1,9	5	5	A	eng
112240	240	NONWORD	NA	pluny	plonking	rel	NA	5	8	1,9	5	5	B	eng
112241	241	NONWORD	NA	tomed	routeing	rel	NA	5	8	1,54	15	0	A	eng
122241	241	NONWORD	NA	tomed	routeing	ctrl	NA	5	8	1,54	15	0	B	eng
112242	242	NONWORD	NA	snotty	snobbery	rel	NA	6	8	2,92	9	2	A	eng
112242	242	NONWORD	NA	snotty	snobbery	rel	NA	6	8	2,92	9	2	B	eng
112243	243	NONWORD	NA	chuly	swotting	rel	NA	5	8	2,5	3	4	A	eng
122243	243	NONWORD	NA	chuly	swotting	ctrl	NA	5	8	2,5	3	4	B	eng
112244	244	NONWORD	NA	ranin	dysentery	rel	NA	5	9	2,63	15	0	A	eng
122244	244	NONWORD	NA	ranin	dysentery	ctrl	NA	5	9	2,63	15	0	B	eng
112245	245	NONWORD	NA	educon	education	rel	NA	6	9	4,93	0	0	A	eng
112245	245	NONWORD	NA	educon	education	rel	NA	6	9	4,93	0	0	B	eng
112246	246	NONWORD	NA	povic	hydration	rel	NA	5	9	2,48	1	0	A	eng
122246	246	NONWORD	NA	povic	hydration	ctrl	NA	5	9	2,48	1	0	B	eng
112247	247	NONWORD	NA	itiner	itinerary	rel	NA	6	9	2,86	0	0	A	eng
112247	247	NONWORD	NA	itiner	itinerary	rel	NA	6	9	2,86	0	0	B	eng
112248	248	NONWORD	NA	calin	tributary	rel	NA	5	9	2,55	9	0	A	eng
122248	248	NONWORD	NA	calin	tributary	ctrl	NA	5	9	2,55	9	0	B	eng
122249	249	NONWORD	NA	repty	repertory	ctrl	NA	5	9	2,45	2	0	A	eng
112249	249	NONWORD	NA	repty	repertory	rel	NA	5	9	2,45	2	0	B	eng
112250	250	NONWORD	NA	nunfy	opposition	rel	NA	5	10	4,73	1	2	A	eng
122250	250	NONWORD	NA	nunfy	opposition	ctrl	NA	5	10	4,73	1	2	B	eng
112251	251	NONWORD	NA	blif	blush	rel	NA	4	5	3,19	11	6	A	eng
112251	251	NONWORD	NA	blif	blush	rel	NA	4	5	3,19	11	6	B	eng
112252	252	NONWORD	NA	sild	child	rel	NA	4	5	5,14	18	5	A	eng
122252	252	NONWORD	NA	sild	child	ctrl	NA	4	5	5,14	18	5	B	eng
112253	253	NONWORD	NA	bemp	crush	rel	NA	4	5	3,92	8	5	A	eng
122253	253	NONWORD	NA	bemp	crush	ctrl	NA	4	5	3,92	8	5	B	eng
122254	254	NONWORD	NA	blyr	friar	ctrl	NA	4	5	2,98	6	2	A	eng
122254	254	NONWORD	NA	blyr	friar	ctrl	NA	4	5	2,98	6	2	B	eng
122255	255	NONWORD	NA	slit	sleet	ctrl	NA	4	5	3,36	23	12	A	eng
112255	255	NONWORD	NA	slit	sleet	rel	NA	4	5	3,36	23	12	B	eng
122256	256	NONWORD	NA	trep	tract	ctrl	NA	4	5	3	23	11	A	eng
112256	256	NONWORD	NA	trep	tract	rel	NA	4	5	3	23	11	B	eng
112257	257	NONWORD	NA	amshy	ambush	rel	NA	5	6	3,37	0	0	A	eng
112257	257	NONWORD	NA	amshy	ambush	rel	NA	5	6	3,37	0	0	B	eng
122258	258	NONWORD	NA	coul	cousin	ctrl	NA	4	6	4,26	24	3	A	eng
112258	258	NONWORD	NA	coul	cousin	rel	NA	4	6	4,26	24	3	B	eng
112259	259	NONWORD	NA	dalp	damsel	rel	NA	4	6	2,98	9	0	A	eng
112259	259	NONWORD	NA	dalp	damsel	rel	NA	4	6	2,98	9	0	B	eng
112260	260	NONWORD	NA	dert	desert	rel	NA	4	6	4,3	39	1	A	eng
112260	260	NONWORD	NA	dert	desert	rel	NA	4	6	4,3	39	1	B	eng
112261	261	NONWORD	NA	harse	gaiety	rel	NA	5	6	2,59	10	0	A	eng
122261	261	NONWORD	NA	harse	gaiety	ctrl	NA	5	6	2,59	10	0	B	eng
112262	262	NONWORD	NA	crove	geisha	rel	NA	5	6	2,88	11	2	A	eng
122262	262	NONWORD	NA	crove	geisha	ctrl	NA	5	6	2,88	11	2	B	eng
112263	263	NONWORD	NA	flixy	gravel	rel	NA	5	6	3,68	0	7	A	eng
122263	263	NONWORD	NA	flixy	gravel	ctrl	NA	5	6	3,68	0	7	B	eng
122264	264	NONWORD	NA	mufir	muffin	ctrl	NA	5	6	4	2	8	A	eng
112264	264	NONWORD	NA	mufir	muffin	rel	NA	5	6	4	2	8	B	eng
122265	265	NONWORD	NA	turp	passel	ctrl	NA	4	6	1,17	17	10	A	eng
122265	265	NONWORD	NA	turp	passel	ctrl	NA	4	6	1,17	17	10	B	eng
122266	266	NONWORD	NA	syly	pummel	ctrl	NA	4	6	2,04	5	3	A	eng
122266	266	NONWORD	NA	syly	pummel	ctrl	NA	4	6	2,04	5	3	B	eng
122267	267	NONWORD	NA	quir	signal	ctrl	NA	4	6	4,25	15	1	A	eng
122267	267	NONWORD	NA	quir	signal	ctrl	NA	4	6	4,25	15	1	B	eng
122268	268	NONWORD	NA	sutty	summit	ctrl	NA	5	6	4,18	12	4	A	eng
112268	268	NONWORD	NA	sutty	summit	rel	NA	5	6	4,18	12	4	B	eng
122269	269	NONWORD	NA	quat	swivel	ctrl	NA	4	6	3,02	14	1	A	eng
122269	269	NONWORD	NA	quat	swivel	ctrl	NA	4	6	3,02	14	1	B	eng
122270	270	NONWORD	NA	mip	mosaic	ctrl	NA	3	6	3,33	53	0	A	eng
112270	270	NONWORD	NA	mip	mosaic	rel	NA	3	6	3,33	53	0	B	eng
122271	271	NONWORD	NA	abter	abstain	ctrl	NA	5	7	2,99	9	0	A	eng
112271	271	NONWORD	NA	abter	abstain	rel	NA	5	7	2,99	9	0	B	eng
112272	272	NONWORD	NA	cret	asterix	rel	NA	4	7	2,7	17	0	A	eng
122272	272	NONWORD	NA	cret	asterix	ctrl	NA	4	7	2,7	17	0	B	eng
112273	273	NONWORD	NA	bist	biscuit	rel	NA	4	7	4,1	28	0	A	eng
112273	273	NONWORD	NA	bist	biscuit	rel	NA	4	7	4,1	28	0	B	eng
112274	274	NONWORD	NA	boun	bourbon	rel	NA	4	7	3,07	25	1	A	eng
112274	274	NONWORD	NA	boun	bourbon	rel	NA	4	7	3,07	25	1	B	eng
122275	275	NONWORD	NA	cuti	culprit	ctrl	NA	4	7	3,22	12	0	A	eng
112275	275	NONWORD	NA	cuti	culprit	rel	NA	4	7	3,22	12	0	B	eng
122276	276	NONWORD	NA	dety	deficit	ctrl	NA	4	7	4,63	14	0	A	eng
112276	276	NONWORD	NA	dety	deficit	rel	NA	4	7	4,63	14	0	B	eng
122277	277	NONWORD	NA	spoff	griffin	ctrl	NA	5	7	3,7	4	1	A	eng
122277	277	NONWORD	NA	spoff	griffin	ctrl	NA	5	7	3,7	4	1	B	eng
122278	278	NONWORD	NA	ilkis	illicit	ctrl	NA	5	7	3,07	0	1	A	eng
112278	278	NONWORD	NA	ilkis	illicit	rel	NA	5	7	3,07	0	1	B	eng
122279	279	NONWORD	NA	olick	olympic	ctrl	NA	5	7	4,85	5	1	A	eng
112279	279	NONWORD	NA	olick	olympic	rel	NA	5	7	4,85	5	1	B	eng
122280	280	NONWORD	NA	blont	phoenix	ctrl	NA	5	7	3,62	6	0	A	eng
122280	280	NONWORD	NA	blont	phoenix	ctrl	NA	5	7	3,62	6	0	B	eng
112281	281	NONWORD	NA	spaxe	plastic	rel	NA	5	7	4,43	5	3	A	eng
122281	281	NONWORD	NA	spaxe	plastic	ctrl	NA	5	7	4,43	5	3	B	eng
112282	282	NONWORD	NA	cous	rebound	rel	NA	4	7	3,24	40	3	A	eng
122282	282	NONWORD	NA	cous	rebound	ctrl	NA	4	7	3,24	40	3	B	eng
112283	283	NONWORD	NA	phorb	penguin	rel	NA	5	7	3,88	0	0	A	eng
122283	283	NONWORD	NA	phorb	penguin	ctrl	NA	5	7	3,88	0	0	B	eng
122284	284	NONWORD	NA	trepy	traffic	ctrl	NA	5	7	4,54	2	1	A	eng
112284	284	NONWORD	NA	trepy	traffic	rel	NA	5	7	4,54	2	1	B	eng
122285	285	NONWORD	NA	furm	turmoil	ctrl	NA	4	7	3,68	13	0	A	eng
122285	285	NONWORD	NA	furm	turmoil	ctrl	NA	4	7	3,68	13	0	B	eng
112286	286	NONWORD	NA	aith	airtight	rel	NA	4	8	2,73	19	0	A	eng
112286	286	NONWORD	NA	aith	airtight	rel	NA	4	8	2,73	19	0	B	eng
112287	287	NONWORD	NA	shuar	fibrosis	rel	NA	5	8	2,95	3	0	A	eng
122287	287	NONWORD	NA	shuar	fibrosis	ctrl	NA	5	8	2,95	3	0	B	eng
112288	288	NONWORD	NA	plosy	supplant	rel	NA	5	8	1,81	1	0	A	eng
122288	288	NONWORD	NA	plosy	supplant	ctrl	NA	5	8	1,81	1	0	B	eng
122289	289	NONWORD	NA	inpock	inherent	ctrl	NA	6	8	3,14	0	1	A	eng
112289	289	NONWORD	NA	inpock	inherent	rel	NA	6	8	3,14	0	1	B	eng
112290	290	NONWORD	NA	cherb	vengeful	rel	NA	5	8	2,55	5	0	A	eng
122290	290	NONWORD	NA	cherb	vengeful	ctrl	NA	5	8	2,55	5	0	B	eng
112291	291	NONWORD	NA	skigh	skylight	rel	NA	5	8	2,93	0	0	A	eng
112291	291	NONWORD	NA	skigh	skylight	rel	NA	5	8	2,93	0	0	B	eng
112292	292	NONWORD	NA	ruar	syphilis	rel	NA	4	8	3,17	13	0	A	eng
122292	292	NONWORD	NA	ruar	syphilis	ctrl	NA	4	8	3,17	13	0	B	eng
112293	293	NONWORD	NA	vigan	vigilant	rel	NA	5	8	3,32	3	1	A	eng
112293	293	NONWORD	NA	vigan	vigilant	rel	NA	5	8	3,32	3	1	B	eng
122294	294	NONWORD	NA	gylpo	highlight	ctrl	NA	5	9	4,05	1	0	A	eng
122294	294	NONWORD	NA	gylpo	highlight	ctrl	NA	5	9	4,05	1	0	B	eng
112295	295	NONWORD	NA	sovign	sovereign	rel	NA	6	9	3,97	0	0	A	eng
112295	295	NONWORD	NA	sovign	sovereign	rel	NA	6	9	3,97	0	0	B	eng
112296	296	NONWORD	NA	ruffy	tamponade	rel	NA	5	9	2,16	10	0	A	eng
122296	296	NONWORD	NA	ruffy	tamponade	ctrl	NA	5	9	2,16	10	0	B	eng
122297	297	NONWORD	NA	censar	centimetres	ctrl	NA	6	11	3,84	3	0	A	eng
112297	297	NONWORD	NA	censar	centimetres	rel	NA	6	11	3,84	3	0	B	eng
112298	298	NONWORD	NA	ninpoo	nincompoops	rel	NA	6	11	1,9	0	0	A	eng
112298	298	NONWORD	NA	ninpoo	nincompoops	rel	NA	6	11	1,9	0	0	B	eng
122299	299	NONWORD	NA	leler	prosecution	ctrl	NA	5	11	4,09	5	0	A	eng
122299	299	NONWORD	NA	leler	prosecution	ctrl	NA	5	11	4,09	5	0	B	eng
122300	300	NONWORD	NA	sivert	revolutionise	ctrl	NA	6	13	3,19	1	2	A	eng
122300	300	NONWORD	NA	sivert	revolutionise	ctrl	NA	6	13	3,19	1	2	B	eng
221001	1	WORD	TR	astro	signorile	ctrl	3,19092323	5	9	2,480957841	13	2	A	ita
211001	1	WORD	TR	astro	astrologo	rel	3,19092323	5	9	2,502677091	13	2	B	ita
221002	2	WORD	TR	banca	minerale	ctrl	4,703674313	5	8	3,353786223	19	3	A	ita
211002	2	WORD	TR	banca	bancario	rel	4,703674313	5	8	3,467385034	19	2	B	ita
221003	3	WORD	TR	benda	minerario	ctrl	3,493037607	5	9	2,571134472	22	3	A	ita
211003	3	WORD	TR	benda	bendaggio	rel	3,493037607	5	9	2,675223069	22	1	B	ita
221004	4	WORD	TR	calcio	ventricolo	ctrl	4,351991615	6	10	2,792983221	7	1	A	ita
211004	4	WORD	TR	calcio	calciatore	rel	4,351991615	6	10	2,942971678	7	3	B	ita
221005	5	WORD	TR	campana	variabile	ctrl	3,806347183	7	9	3,142746265	4	1	A	ita
211005	5	WORD	TR	campana	campanile	rel	3,806347183	7	9	3,063079503	4	2	B	ita
221006	6	WORD	TR	crema	fertile	ctrl	4,077413955	5	7	3,170926602	17	3	A	ita
211006	6	WORD	TR	crema	cremoso	rel	4,077413955	5	7	2,630255924	17	3	B	ita
221007	7	WORD	TR	delfino	carotaggio	ctrl	3,521337003	7	10	1,588863239	4	0	A	ita
211007	7	WORD	TR	delfino	delfinario	rel	3,521337003	7	10	1,792983221	4	0	B	ita
221008	8	WORD	TR	fango	porcile	ctrl	4,011453079	5	7	3,110001322	20	3	A	ita
211008	8	WORD	TR	fango	fangoso	rel	4,011453079	5	7	2,469676831	20	3	B	ita
221009	9	WORD	TR	farina	adrenale	ctrl	3,655561789	6	8	1,367014489	15	0	A	ita
